Pi_M,Pi_omega,Pi_geom,Pi_bar,Pi_eta,Pi_rho,Pi_M_aci,Pi_R
0.08366666666666667,0.12677076,1.5,0.06666666666666667,0.0375,0.01047,0.10934712092152797,0.7651474127673589
0.08366666666666667,0.12677076,1.5,0.06666666666666667,0.0375,0.01047,0.10934712092152797,0.7651474127673589
0.08366666666666667,0.12677076,1.5,0.06666666666666667,0.0375,0.01047,0.10934712092152797,0.7651474127673589
0.07366666666666667,0.12365593500000001,1.5,0.06666666666666667,0.05,0.01047,0.10429162970540873,0.7063526274807671
0.07366666666666667,0.12365593500000001,1.5,0.06666666666666667,0.05,0.01047,0.10429162970540873,0.7063526274807671
0.07366666666666667,0.12365593500000001,1.5,0.06666666666666667,0.05,0.01047,0.10429162970540873,0.7063526274807671
0.05011111111111111,0.1174289025,1.5,0.06666666666666667,0.075,0.01047,0.09455344110851083,0.5299765986687138
0.05011111111111111,0.1174289025,1.5,0.06666666666666667,0.075,0.01047,0.09455344110851083,0.5299765986687138
0.05011111111111111,0.1174289025,1.5,0.06666666666666667,0.075,0.01047,0.09455344110851083,0.5299765986687138
0.024333333333333332,0.11120187,1.5,0.06666666666666667,0.1,0.01047,0.08531621593100741,0.285213462268544
0.024333333333333332,0.11120187,1.5,0.06666666666666667,0.1,0.01047,0.08531621593100741,0.285213462268544
0.024333333333333332,0.11120187,1.5,0.06666666666666667,0.1,0.01047,0.08531621593100741,0.285213462268544
0.06622222222222222,0.083115175,1.5,0.05333333333333334,0.025,0.0067,0.07536121141484456,0.8787308613934761
0.06622222222222222,0.083115175,1.5,0.05333333333333334,0.025,0.0067,0.07536121141484456,0.8787308613934761
0.05444444444444444,0.07913035000000002,1.5,0.05333333333333334,0.05,0.0067,0.06843522354534866,0.7955617242685966
0.05444444444444444,0.07913035000000002,1.5,0.05333333333333334,0.05,0.0067,0.06843522354534866,0.7955617242685966
0.03911111111111111,0.075145525,1.5,0.05333333333333334,0.075,0.0067,0.0618829215137389,0.6320178516851032
0.03911111111111111,0.075145525,1.5,0.05333333333333334,0.075,0.0067,0.0618829215137389,0.6320178516851032
0.02033333333333333,0.0711607,1.5,0.05333333333333334,0.1,0.0067,0.05570237556067594,0.36503529927883366
0.02033333333333333,0.0711607,1.5,0.05333333333333334,0.1,0.0067,0.05570237556067594,0.36503529927883366
